product_name,reviewer,review_date,review_text
Mainstays Folding Tray Table Natural 19x15x26 inch,Jessica,1/29/2022,I like the table but the sticker on it is dumb... let's do better no one wants to be scraping a sticker off for 45 minutes
Mainstays Folding Tray Table Natural 19x15x26 inch,cs,12/9/2021,Table top was marred and Main Stays sticker was plastered right on top of table.  Took me about 20 minutes to remove the sticker.  Who puts a sticker on wood surface????
Mainstays Folding Tray Table Natural 19x15x26 inch,Timothy,2/12/2022,"The giant sticker on table face won't come off easy basically have put dinner placemat over what's left of sticker. Definitely not worth trouble trying remove it cause will damage finish on tabletop. otherwise, table is great value does the job when needed"
Mainstays Folding Tray Table Natural 19x15x26 inch,Rian,2/19/2022,"the paper stickers on the try do not just peel away, i ordered 4 of these things and had to sit about 35 mins each to remove the sticker. theres is a sticky residue left on the try top once sticker is removed and i havent scrubbed with anything for fear of stripping the table itself. purchase is not worth it."
Mainstays Folding Tray Table Natural 19x15x26 inch,Darryl,12/24/2021,There was a giant manufacturer's sticker in the middle of the tray table that made the table unusable.  It covered about 75% of the table.  The sticker edges disintegrated when trying to remove it (see picture).  The glue used on the sticker would not come off.  I even used Goo Gone for an hour to try to loosen the glue.  Nothing would work.  I was very disappointed.  I returned the tables to the local store the next day in hopes of exchanging them for tables without stickers.
Mainstays Folding Tray Table Natural 19x15x26 inch,Anton,1/24/2022,"The table is really nice, and has a pretty finish. Unfortunately the table comes with a giant sticker on its surface. I struggled to remove it fully as it was not an easy peel sticker. It left sticker residue that was an absolute pain to get off. I nearly ruined the finish removing it all. Pretty dissatisfied with this aspect of the product as the product images show no sticker. 
I wanted to but multiple if this table worked out, but after the experience I had with the sticker, I think not."
Mainstays Folding Tray Table Natural 19x15x26 inch,Andre,2/4/2022,These trays come with big label glued to the center of the tray. It does not peel off so I either use the tray with the label or resort to more abrasive measures to reme it.
Mainstays Folding Tray Table Natural 19x15x26 inch,Courtney,1/25/2022,"Do not buy! They put a huge sticker on the top of the table that you literally have to scrape off, not worth it!!"
Mainstays Folding Tray Table Natural 19x15x26 inch,bianca,7/31/2021,These are perfect! Sturdy and great quality. They look good too! And they're solid wood. No worries about water warping. Just watch fingers when folding
Mainstays Folding Tray Table Natural 19x15x26 inch,Vanessa,6/18/2021,I placed this order for store pickup. The store associate brought it out to be unboxed and it was obvious that it had been used before. The picture shows how I drove it home. Ten dollars was not worth the hassle of going into the store to get a refund.
Mainstays Folding Tray Table Natural 19x15x26 inch,Justina,12/29/2021,Comes with a sticker on the top. Can't be removed without leaving residue. Beside that its sturdy and height.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jenn,2/4/2022,The sticker on this table is insane to remove. See photo.
Mainstays Folding Tray Table Natural 19x15x26 inch,Dirk,11/21/2021,"I really think it is a good tray table for the price, but the finish was repaired when I received it that is why I gave it 3 stars."
Mainstays Folding Tray Table Natural 19x15x26 inch,Re,6/25/2021,My product arrived scratched. Nobody wants to purchase any item damaged without a discount.  It's unfortunate I am not able to return so I will just deal with it.
Mainstays Folding Tray Table Natural 19x15x26 inch,jessica,4/17/2021,When I ordered this online I choose natural because of the pictures but my table was more beige. Online picture shows brown to look like black and natural to look like brown.
Mainstays Folding Tray Table Natural 19x15x26 inch,B1948,12/12/2021,label pasted on top of tray. impossible to remove.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,5/30/2021,"Cheap easy tv tray, solid wood, sturdy."
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,2/26/2022,"I was excited to get the tv trays. Tbe color fits well with my little space. The trays themselves seem to be somewhat sturdy. I can put them away in my closet until needed.  However, someone had the brilliant idea to place the Mainstays sticker directly on the tray itself. And now I'm stuck trying to get the gummy stickers off the trays.  I've already scratched one of them trying to get the sticker off!!! No stickers on furniture Walmart/Mainstays!!!"
Mainstays Folding Tray Table Natural 19x15x26 inch,Olsmer,4/13/2021,"I give these five stars, because these are really nice TV trays. Beautiful wood. The only problem is, I ordered four of them and they shipped them in a box stacked on top of each other, so three of them are all scratched up and cannot be fixed. I am keeping the one that was on top because it is still in good shape."
Mainstays Folding Tray Table Natural 19x15x26 inch,PattiCA65,8/20/2021,"Great table for the price.  My suggestion is to buy them at the store so that you can inspect the table tops prior to paying.  Also - I do not recommend having them delivered UNLESS they are actually being shipped from their warehouse.  I purchased 10 trays and had a partial delivery of 7 trays because one of my local stores had them in stock.  They were delivered by some random person in their personal vehicle - like UBER or DOORDASH.  The tables were put directly in front of my door which did not allow me to open the door to retrieve them. Some were laying face down, while two trays were leaning agains the wall - there was more than enough room for the trays to be placed standing upright.   Because of this, a few tables had scratch marks ..."
Mainstays Folding Tray Table Natural 19x15x26 inch,Jessica,1/29/2022,I like the table but the sticker on it is dumb... let's do better no one wants to be scraping a sticker off for 45 minutes
Mainstays Folding Tray Table Natural 19x15x26 inch,cs,12/9/2021,Table top was marred and Main Stays sticker was plastered right on top of table.  Took me about 20 minutes to remove the sticker.  Who puts a sticker on wood surface????
Mainstays Folding Tray Table Natural 19x15x26 inch,Timothy,2/12/2022,"The giant sticker on table face won't come off easy basically have put dinner placemat over what's left of sticker. Definitely not worth trouble trying remove it cause will damage finish on tabletop. otherwise, table is great value does the job when needed"
Mainstays Folding Tray Table Natural 19x15x26 inch,Rian,2/19/2022,"the paper stickers on the try do not just peel away, i ordered 4 of these things and had to sit about 35 mins each to remove the sticker. theres is a sticky residue left on the try top once sticker is removed and i havent scrubbed with anything for fear of stripping the table itself. purchase is not worth it."
Mainstays Folding Tray Table Natural 19x15x26 inch,Darryl,12/24/2021,There was a giant manufacturer's sticker in the middle of the tray table that made the table unusable.  It covered about 75% of the table.  The sticker edges disintegrated when trying to remove it (see picture).  The glue used on the sticker would not come off.  I even used Goo Gone for an hour to try to loosen the glue.  Nothing would work.  I was very disappointed.  I returned the tables to the local store the next day in hopes of exchanging them for tables without stickers.
Mainstays Folding Tray Table Natural 19x15x26 inch,Anton,1/24/2022,"The table is really nice, and has a pretty finish. Unfortunately the table comes with a giant sticker on its surface. I struggled to remove it fully as it was not an easy peel sticker. It left sticker residue that was an absolute pain to get off. I nearly ruined the finish removing it all. Pretty dissatisfied with this aspect of the product as the product images show no sticker. 
I wanted to but multiple if this table worked out, but after the experience I had with the sticker, I think not."
Mainstays Folding Tray Table Natural 19x15x26 inch,Andre,2/4/2022,These trays come with big label glued to the center of the tray. It does not peel off so I either use the tray with the label or resort to more abrasive measures to reme it.
Mainstays Folding Tray Table Natural 19x15x26 inch,Courtney,1/25/2022,"Do not buy! They put a huge sticker on the top of the table that you literally have to scrape off, not worth it!!"
Mainstays Folding Tray Table Natural 19x15x26 inch,bianca,7/31/2021,These are perfect! Sturdy and great quality. They look good too! And they're solid wood. No worries about water warping. Just watch fingers when folding
Mainstays Folding Tray Table Natural 19x15x26 inch,Vanessa,6/18/2021,I placed this order for store pickup. The store associate brought it out to be unboxed and it was obvious that it had been used before. The picture shows how I drove it home. Ten dollars was not worth the hassle of going into the store to get a refund.
Mainstays Folding Tray Table Natural 19x15x26 inch,Justina,12/29/2021,Comes with a sticker on the top. Can't be removed without leaving residue. Beside that its sturdy and height.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jenn,2/4/2022,The sticker on this table is insane to remove. See photo.
Mainstays Folding Tray Table Natural 19x15x26 inch,Dirk,11/21/2021,"I really think it is a good tray table for the price, but the finish was repaired when I received it that is why I gave it 3 stars."
Mainstays Folding Tray Table Natural 19x15x26 inch,Re,6/25/2021,My product arrived scratched. Nobody wants to purchase any item damaged without a discount.  It's unfortunate I am not able to return so I will just deal with it.
Mainstays Folding Tray Table Natural 19x15x26 inch,jessica,4/17/2021,When I ordered this online I choose natural because of the pictures but my table was more beige. Online picture shows brown to look like black and natural to look like brown.
Mainstays Folding Tray Table Natural 19x15x26 inch,B1948,12/12/2021,label pasted on top of tray. impossible to remove.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,5/30/2021,"Cheap easy tv tray, solid wood, sturdy."
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,2/26/2022,"I was excited to get the tv trays. Tbe color fits well with my little space. The trays themselves seem to be somewhat sturdy. I can put them away in my closet until needed.  However, someone had the brilliant idea to place the Mainstays sticker directly on the tray itself. And now I'm stuck trying to get the gummy stickers off the trays.  I've already scratched one of them trying to get the sticker off!!! No stickers on furniture Walmart/Mainstays!!!"
Mainstays Folding Tray Table Natural 19x15x26 inch,Olsmer,4/13/2021,"I give these five stars, because these are really nice TV trays. Beautiful wood. The only problem is, I ordered four of them and they shipped them in a box stacked on top of each other, so three of them are all scratched up and cannot be fixed. I am keeping the one that was on top because it is still in good shape."
Mainstays Folding Tray Table Natural 19x15x26 inch,PattiCA65,8/20/2021,"Great table for the price.  My suggestion is to buy them at the store so that you can inspect the table tops prior to paying.  Also - I do not recommend having them delivered UNLESS they are actually being shipped from their warehouse.  I purchased 10 trays and had a partial delivery of 7 trays because one of my local stores had them in stock.  They were delivered by some random person in their personal vehicle - like UBER or DOORDASH.  The tables were put directly in front of my door which did not allow me to open the door to retrieve them. Some were laying face down, while two trays were leaning agains the wall - there was more than enough room for the trays to be placed standing upright.   Because of this, a few tables had scratch marks ..."
Mainstays Folding Tray Table Natural 19x15x26 inch,Jessica,1/29/2022,I like the table but the sticker on it is dumb... let's do better no one wants to be scraping a sticker off for 45 minutes
Mainstays Folding Tray Table Natural 19x15x26 inch,cs,12/9/2021,Table top was marred and Main Stays sticker was plastered right on top of table.  Took me about 20 minutes to remove the sticker.  Who puts a sticker on wood surface????
Mainstays Folding Tray Table Natural 19x15x26 inch,Timothy,2/12/2022,"The giant sticker on table face won't come off easy basically have put dinner placemat over what's left of sticker. Definitely not worth trouble trying remove it cause will damage finish on tabletop. otherwise, table is great value does the job when needed"
Mainstays Folding Tray Table Natural 19x15x26 inch,Rian,2/19/2022,"the paper stickers on the try do not just peel away, i ordered 4 of these things and had to sit about 35 mins each to remove the sticker. theres is a sticky residue left on the try top once sticker is removed and i havent scrubbed with anything for fear of stripping the table itself. purchase is not worth it."
Mainstays Folding Tray Table Natural 19x15x26 inch,Darryl,12/24/2021,There was a giant manufacturer's sticker in the middle of the tray table that made the table unusable.  It covered about 75% of the table.  The sticker edges disintegrated when trying to remove it (see picture).  The glue used on the sticker would not come off.  I even used Goo Gone for an hour to try to loosen the glue.  Nothing would work.  I was very disappointed.  I returned the tables to the local store the next day in hopes of exchanging them for tables without stickers.
Mainstays Folding Tray Table Natural 19x15x26 inch,Anton,1/24/2022,"The table is really nice, and has a pretty finish. Unfortunately the table comes with a giant sticker on its surface. I struggled to remove it fully as it was not an easy peel sticker. It left sticker residue that was an absolute pain to get off. I nearly ruined the finish removing it all. Pretty dissatisfied with this aspect of the product as the product images show no sticker. 
I wanted to but multiple if this table worked out, but after the experience I had with the sticker, I think not."
Mainstays Folding Tray Table Natural 19x15x26 inch,Andre,2/4/2022,These trays come with big label glued to the center of the tray. It does not peel off so I either use the tray with the label or resort to more abrasive measures to reme it.
Mainstays Folding Tray Table Natural 19x15x26 inch,Courtney,1/25/2022,"Do not buy! They put a huge sticker on the top of the table that you literally have to scrape off, not worth it!!"
Mainstays Folding Tray Table Natural 19x15x26 inch,bianca,7/31/2021,These are perfect! Sturdy and great quality. They look good too! And they're solid wood. No worries about water warping. Just watch fingers when folding
Mainstays Folding Tray Table Natural 19x15x26 inch,Vanessa,6/18/2021,I placed this order for store pickup. The store associate brought it out to be unboxed and it was obvious that it had been used before. The picture shows how I drove it home. Ten dollars was not worth the hassle of going into the store to get a refund.
Mainstays Folding Tray Table Natural 19x15x26 inch,Justina,12/29/2021,Comes with a sticker on the top. Can't be removed without leaving residue. Beside that its sturdy and height.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jenn,2/4/2022,The sticker on this table is insane to remove. See photo.
Mainstays Folding Tray Table Natural 19x15x26 inch,Dirk,11/21/2021,"I really think it is a good tray table for the price, but the finish was repaired when I received it that is why I gave it 3 stars."
Mainstays Folding Tray Table Natural 19x15x26 inch,Re,6/25/2021,My product arrived scratched. Nobody wants to purchase any item damaged without a discount.  It's unfortunate I am not able to return so I will just deal with it.
Mainstays Folding Tray Table Natural 19x15x26 inch,jessica,4/17/2021,When I ordered this online I choose natural because of the pictures but my table was more beige. Online picture shows brown to look like black and natural to look like brown.
Mainstays Folding Tray Table Natural 19x15x26 inch,B1948,12/12/2021,label pasted on top of tray. impossible to remove.
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,5/30/2021,"Cheap easy tv tray, solid wood, sturdy."
Mainstays Folding Tray Table Natural 19x15x26 inch,Jennifer,2/26/2022,"I was excited to get the tv trays. Tbe color fits well with my little space. The trays themselves seem to be somewhat sturdy. I can put them away in my closet until needed.  However, someone had the brilliant idea to place the Mainstays sticker directly on the tray itself. And now I'm stuck trying to get the gummy stickers off the trays.  I've already scratched one of them trying to get the sticker off!!! No stickers on furniture Walmart/Mainstays!!!"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Carl,8/9/2021,"[This review was collected as part of a promotion.] I have purchased numerous furniture items in my 74 years. This product was not easy to assemble but it was the best I have ever put together. The instructions were very good and every item went together perfectly. It is good quality , the price was right, and I am very pleased with it and the matching night stand."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Ludmila,10/21/2021,"[This review was collected as part of a promotion.] I like the design, the sturdiness and the color. I wish the edges were sanded off for safety. I wouldn't use it anywhere near children. I have their storage cube organizers - they also have very sharp corners/edges."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,b,3/2/2022,"love this dresser! very well made, looks nice and roomy drawers. took me and hubby about an hour to put together. make sure to follow the directions correctly and its a breeze!"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,NatO,8/4/2020,"Very pleased with this purchase, just as described in photo, using in our guest/study room, works perfectly, drawers are deep enough and this is a sturdy piece of furniture.  Exactly what we were looking for."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Francine,5/4/2021,"All of the positive reviews are on target (at first I was worried about the quality due to the reasonable price..). It took a little over two hours to assemble, but the directions are pretty easy to follow (two of us did it). The dresser is very sturdy and the drawers slide smoothly. I love the color - goes perfect with my room which is gray/light blue. A great accent piece for extra storage."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Christy,5/27/2021,"I love this dresser! It is a lot nicer than I expected it to be. It only took me about an hour and a half to put it together. There weren't many parts so that's a plus! The only thing I did not like was the slight chemical smell it had. I let it air out over night before putting any of my clothes in it. Also, the color I got is more of a greyish color but I don't mind it. It still matches my other decor. Other than that, very cute."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,StaciOnline,8/21/2021,Take your time and you end up with a really nice dresser!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Stacey,5/3/2021,"Very easy to put together. Came with ridiculously small felt pads for the bottom of the legs, I recommend buying your own. Very nice quality."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Hwalbrid,3/12/2022,Pretty good design and sturdy. Assembly was a pain
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,cherylatthelake,1/17/2022,"I love this piece, however, two of the drawers were badly cracked I took a photo and I want to report this to the seller but I don't know how to contact them!? My husband glued the cracks and applied pressure to them and let them sit to dry overnight. He went on and assembled the chest but I don't think it's right that they were like that!"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jolene,4/11/2021,[This review was collected as part of a promotion.] I love the color and the style. It's a great dresser.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Brandiva1977,3/11/2021,Such an amazing dresser for an inexpensive price. So well build and beyond worth the price! I've paid double than this for dressers that end up on the curb. We also have the exact larger wider dresser of this collection and its still in perfect condition! These are for my younger boys bedrooms and they withstand the storm! So awesome!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Stephanie,10/1/2020,Better homes and gardens products are amazing! The price was great and the quality is awesome! I was able to put it together in about an hour all by myself. I also bought a fireplace tv stand in the same color and I love both! The directions are easy to follow as well.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Cristen,2/21/2021,"[This review was collected as part of a promotion.] It turned out great. We needed something small-ish and easy to use for our 3 yr old daughter's ""big girl room"". It looks good and she can easily open/close the drawers. My husband put it together himself in a couple hours, wasn't too confusing/difficult. Heavy duty for the price. Hope it holds up."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,amanda,1/22/2021,"Overall the dresser was easy to assemble; took about 2 hours for me. There are noticeable gaps between the top drawer and between the bottom drawer. The middle drawers are closer together. The top drawer catches a little but there's no way to move it down. All the holes were pre-made so nothing should be misaligned or put together improperly. I love the way it looks but I wish I could adjust it so the top drawer opened smoothly. Multiple pieces had dents in them, only one can be seen though."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Sidnehy,4/18/2021,Took a bit to build but I love it in the end. Also durable and heavy.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Betty,11/14/2020,It's pretty but I spent hours putting it together and the holes are incorrect and top drawer can't be installed.  The manufacturer has no customer service available on weekends.  I'm very disappointed.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Karissa,9/22/2020,"A little bit of a pain to put together. They need to have a better way to indicate which pieces need to face up or down. The hardest part was putting the handles on with such short tiny screws. Other than that it is very solid, sturdy,"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,HeatherS74,3/19/2022,I received two of the same legs. Letter L. So now when put together their are holes that face up front. For as much money as people spend you would think they could get this right!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,mommy4babies,1/2/2021,Very heavy-duty (and heavy).  My husband and I were very impressed.  Has the look and feel of real wood.  I think it's just the right size.  Any larger and we would not be able to fit it next to our king size bed in our tiny 12x12 foot bedroom.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jackie,10/28/2020,This  dresser drawer was exactly as pictured....Thick with wide drawers...Very good quality...Super cute....Fast Delivery...Looks great on my vinyl floors....Thinking about added one of the matching pieces....(Pic seems to load upside down)
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Faith,1/22/2022,Very nice and sturdy chest. Lots of assembly required though. One part came drilled incorrectly but Sauder sent a new part within a week. Overall I am happy.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Lesleyalex,5/14/2020,Purchased dresser for my daughter. It was easy to assemble went together well. very sturdy. large solid drawers. looks awesome.  looks like alot of dissatisfied customers due to user error. ooops. follow directions word  for word and it will turn out amazing.  thinking about purchasing a few more.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Ashley,5/16/2020,I love this dresser! The box that it came in was very heavy so I had to take everything out and carry it upstairs a few pieces at a time  It took about an hour and a half to build by myself. ItÃ¢Â€Â™s really good quality and sturdy. I love the rustic white color and it goes great with other pieces in the collection. It is bigger than what I thought from the pictures and the drawers are really spacious. I would definitely recommend this dresser.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,meadow230,2/8/2020,Loving this Better Homes and Gardens Modern Farmhouse drawer chest. The quality is very nice. Took my husband and I about 2 hours to put it together and we are very happy with it. The drawers are very roomy and glide in and out with ease. I am planning on buying more pieces from this collection. Very pleased.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,ErinStaley,5/20/2020,"I purchased this to match a few other items from the same collection. I love this dresser! Assembly is straight forward if you follow the directions. It took me 2 hours to assemble, but wouldve been faster with another person. The wood feels sturdy, there were no missing pieces, and it looks perfect in my room. I do suggest this collection to anyone looking to re-do or furnish a room. It looks super modern and expensive once itÃ¢Â€Â™s set up."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Julia,9/15/2021,"I am so pleased with this piece of furniture! I looked for weeks to find the look I wanted for an affordable price but also a quality piece and this checks all the boxes. I put it together myself in a couple of hours. Directions were easy to follow and everything was labeled correctly. It's for my fiancÃ© and he is so impressed with the space, slow closing drawers, look, quality, all of it! By the dang thing! You will not regret it."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Victoriya,10/15/2021,"So happy with the purchase! The dresser was delivered on time. It was nicely packaged. The box was super heavy though. Could barely move it. My husband was busy so I started the assembly by myself. Directions were easy to follow. All the holes were in the right places. There were no defects. I would say it took me about 2-3 hours to assemble it by myself, with my toddler constantly getting in a way. So happy with the end result!"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,teachermom,8/9/2021,"I have purchased numerous furniture items in my 74 years. This product was not easy to assemble but it was the best I have ever    put together. The instructions were very good and every item went together perfectly.  It is good quality , the price was right, and I am very pleased with it and the matching night stand."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Nana,8/2/2020,perfect size for small room good quality product very pretty
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Dena,11/1/2021,"[This review was collected as part of a promotion.] I bought this dresser because I have another piece of this line and it is wonderful. Very heavy construction, feels solid like it will last a long time. The reason I give only 3 stars is the drawer mechanism (patent pending) is miserable to just, just miserable. You make the correct you think the drawer needs, and it messes with the one above or below it. I want to love this piece, but right now I want to burn it to the ground."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,GERARDO,3/1/2022,"Perfect size, nice color, good material. The cartÃ³n at the back is not too thick but the drawers are great."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jasmin,9/8/2020,Took me about 2 hours to build but they are Really sturdy and super cute. More of like a grey tone then white
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Elizabeth,1/19/2021,Love our new bedroom pieces in white rustic. Very heavy and sturdy pieces. Takes time to assemble but so worth it.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Bc,2/24/2022,Love this dresser. Very easy to put together and sturdy. The drawer bottoms and one drawer front were punctured sometime during shipping. Through the manufacturer I was able to order the parts I needed and received them two days later.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Vernice,1/9/2022,"[This review was collected as part of a promotion.] Perfect dresser for what we needed! Easy to assemble, took the husband about 40 minutes once he downloaded the digital instructions. It's in my little girl's room and her 32"" tv and Nintendo switch console sits perfectly on it."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Nicole,12/5/2021,"[This review was collected as part of a promotion.] This item arrived quickly, and without any damage. This drawer chest is very nice in person well made, but the color/tone is a bit off in person. Online states that it's ""rustic dresser white,"" but in person it's definitely more of a grey color/tone. A bit disappointing there. There also seems to be a slight flaw in the top portion of the design; it popped up and off the sides when lifted, but everything was assembled exactly as instructed."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,LaurenE,6/4/2020,It is beautiful- looks exactly as pictured. Was easy to put together (took around two hours but was simple) with easy to follow directions. Great quality especially for the price. Drawers are deep too which is a bonus!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Minnie,6/22/2020,No ought two of these and used it next to my husbands side of the bed instead of a side table. The drawers are deep and big and the unit itself is very sturdy. I was able to fit in two drawers what I had in four in my previous  chest. I love it.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Sue,10/21/2021,"I like the design, the sturdiness and the color. I wish the edges were sanded off for safety. I wouldn't use it anywhere near children. I have their storage cube organizers - they also have very sharp corners/edges."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Dolores,10/22/2020,"This piece is beautiful! Very sturdy, strong. Heavy furniture."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Stephanie,1/19/2021,We love it. Perfect for a small room.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jah,12/6/2020,Its really Sturdy and beautiful
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Dale,1/22/2022,[This review was collected as part of a promotion.] Very nice and sturdy chest. Lots of assembly required though. One part came drilled incorrectly but Sauder sent a new part within a week. Overall I am happy.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Story,2/18/2022,"[This review was collected as part of a promotion.] This item is great; I ordered 3 of these bad boys! I love everything about them! I love the style, color, quality, etc.."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Highlander,6/28/2021,"[This review was collected as part of a promotion.] Looks great, love the look, nice deep drawers, good quality for a composite wood product. Directions could use a rewrite specifying the front and back and improving the marking of the parts. Works great when assembled."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Andrea,10/14/2021,"[This review was collected as part of a promotion.] I just needed something simple for the kids' room, and I was expecting mediocre craftsmanship considering it wasn't very expensive but the dresser is actually very sturdy and looks great! Dresser was packed well, nothing was broken or missing when I opened the box. Assembly was a little tricky, as it always is when you mail-order furniture but the instructions were written very clearly. I saw there was even an assembly video you could follow however I didn't need it, I was able to put the item together just using the written directions."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Elan,11/17/2021,The instructions are very clear I was able to put it together myself but be careful while doing so because I messed up on some of the steps and the wood broke while unscrewing some things to fix my error. Also some of the Metal dowels broke off in the dresser so I had to use wood glue to make sure it would stay together. It was an easy enough fix though and even with the issues its better and easier to put together than anything from ikea
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Erica,11/15/2021,just finished putting this together..it was pretty painless...did not take as long as i thought it would..only issue one of the side panels has a bit of a split in it and one drawer bottom looks a bit beat up...all in all its a decent pc for the price
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,A.A.,8/5/2021,"[This review was collected as part of a promotion.] It's hard to find a narrow chest of drawers nowadays and this is a nice looking one for a small space in a small bedroom. The drawers work really well and the unit is very sturdy. I bought this with two matching nightstands and I'm very pleased, the room now looks very understated and classy. The neutral color goes with anything. Importantly, the chest is very sturdy and the drawers work perfectly. It's great that they are adjustable for leveling and distance between, but I might prefer a little wood slat between the drawers. Having said that, I'm very pleased with this one, it was a good price and even without the slats between the drawers it is very sturdy. I'm not attaching it to the wa..."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,JP,8/26/2021,"Very happy with this dresser. Bought it after seeing in-store and although it took a while to put it together I was able to do it by myself.  It is not solid wood, but a pressed wood product that is made to look like wood. Yet, it is nice and heavy. Even though the brand is listed as Better Homes"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Lisa,9/12/2021,"These dressers arrived in many pieces and were very well packaged. All the parts were there, everything labeled clearly and the instructions were precise. Don't try to cut corners, follow the instructions step by step. We bought two for our bedroom and we love the look and the quality of the furniture. This product is sold through Better Homes and Gardens at Wal-Mart but is manufactured by Sauder. An excellent company. And the price is amazing. We shopped through several stores and online marketplaces and these are by far the best quality for the price."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,dadyo2112,2/8/2022,Easy assembly and amazing quality and look for price. Great addition to our guest room.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Elizabeth,2/23/2022,"Took a little while to put together but no problems. Looks nice. Not the sturdiest in the end. But for what I need it for, it is great."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Malala,2/16/2022,I assembled it myself !!! Very impressed! Thank you Walmart !
